hdop,satellites,vibration_x,gps_trust_score,action_taken,scenario
1.8,14,0.253,0.6425,CAUTION,Medium_GPS
2.88,12,0.629,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.53,22,0.105,0.715,CAUTION,Poor_GPS
3.13,22,0.115,0.6025,CAUTION,Poor_GPS
0.51,15,0.433,0.8425,CAUTION,Good_GPS
2.44,10,0.51,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
0.53,16,0.468,0.8425,CAUTION,Good_GPS
0.5,16,0.672,0.7925,CAUTION,Good_GPS
2.38,9,0.324,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.3,20,0.649,0.625,CAUTION,Medium_GPS
1.06,7,0.767,0.59,CAUTION,Good_GPS
2.78,21,0.096,0.715,CAUTION,Poor_GPS
3.48,6,0.316,0.3,SWITCH_TO_NON_GPS,Poor_GPS
1.87,20,0.56,0.715,CAUTION,Medium_GPS
0.84,15,0.155,0.8375,CAUTION,Good_GPS
2.47,18,0.143,0.68,CAUTION,Medium_GPS
1.86,18,0.427,0.73,CAUTION,Medium_GPS
3.36,20,0.374,0.5625,CAUTION,Poor_GPS
1.15,6,0.155,0.61,CAUTION,Good_GPS
3.44,18,0.206,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.54,22,0.312,0.8775,GPS_OK,Excellent_GPS
2.35,8,0.001,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.21,22,0.662,0.625,CAUTION,Medium_GPS
1.39,15,0.56,0.68,CAUTION,Good_GPS
3.23,15,0.148,0.5675,CAUTION,Poor_GPS
2.46,16,0.335,0.64,CAUTION,Medium_GPS
2.23,20,0.172,0.715,CAUTION,Medium_GPS
3.16,15,0.558,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.02,13,0.437,0.71,CAUTION,Good_GPS
0.6,19,0.653,0.7925,CAUTION,Good_GPS
3.48,19,0.295,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.38,8,0.355,0.5725,CAUTION,Good_GPS
0.6,22,0.843,0.8275,CAUTION,Excellent_GPS
2.68,11,0.663,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
1.65,19,0.335,0.73,CAUTION,Medium_GPS
1.33,6,0.265,0.5025,SWITCH_TO_NON_GPS,Good_GPS
1.86,11,0.569,0.5925,CAUTION,Medium_GPS
1.21,10,0.01,0.6825,CAUTION,Good_GPS
0.66,16,0.497,0.8425,CAUTION,Good_GPS
1.17,8,0.59,0.59,CAUTION,Good_GPS
2.4,13,0.254,0.5525,CAUTION,Medium_GPS
2.55,15,0.035,0.68,CAUTION,Poor_GPS
1.97,9,0.398,0.5725,CAUTION,Medium_GPS
1.87,15,0.264,0.73,CAUTION,Medium_GPS
1.83,19,0.038,0.77,CAUTION,Medium_GPS
0.76,16,0.287,0.8425,CAUTION,Good_GPS
0.8,9,0.366,0.64,CAUTION,Good_GPS
2.61,21,0.21,0.675,CAUTION,Poor_GPS
0.87,14,0.019,0.75,CAUTION,Good_GPS
2.4,17,0.212,0.64,CAUTION,Medium_GPS
2.67,13,0.571,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
3.13,21,0.212,0.5625,CAUTION,Poor_GPS
2.83,15,0.041,0.68,CAUTION,Poor_GPS
0.6,15,0.712,0.7925,CAUTION,Good_GPS
2.66,22,0.35,0.675,CAUTION,Poor_GPS
3.43,10,0.2,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.93,9,0.315,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.56,7,0.255,0.5725,CAUTION,Medium_GPS
2.62,10,0.143,0.5925,CAUTION,Poor_GPS
2.3,18,0.134,0.68,CAUTION,Medium_GPS
2.84,10,0.327,0.5525,CAUTION,Poor_GPS
2.21,13,0.135,0.5925,CAUTION,Medium_GPS
2.99,17,0.733,0.59,CAUTION,Poor_GPS
1.58,11,0.685,0.5925,CAUTION,Medium_GPS
2.73,16,0.215,0.64,CAUTION,Poor_GPS
3.48,22,0.054,0.6025,CAUTION,Poor_GPS
1.66,15,0.273,0.73,CAUTION,Medium_GPS
0.82,14,0.354,0.71,CAUTION,Good_GPS
0.99,10,0.471,0.71,CAUTION,Good_GPS
2.71,10,0.209,0.5525,CAUTION,Poor_GPS
2.7,6,0.666,0.3625,SWITCH_TO_NON_GPS,Poor_GPS
2.38,16,0.598,0.59,CAUTION,Medium_GPS
2.5,13,0.081,0.5925,CAUTION,Poor_GPS
1.12,16,0.198,0.8375,CAUTION,Good_GPS
2.62,9,0.5,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
1.18,7,0.316,0.64,CAUTION,Good_GPS
2.7,22,0.039,0.715,CAUTION,Poor_GPS
2.36,15,0.243,0.64,CAUTION,Medium_GPS
2.23,12,0.02,0.5925,CAUTION,Medium_GPS
0.51,10,0.222,0.755,CAUTION,Good_GPS
0.99,13,0.433,0.71,CAUTION,Good_GPS
2.29,15,0.093,0.68,CAUTION,Medium_GPS
2.41,8,0.309,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.62,14,0.227,0.6425,CAUTION,Medium_GPS
1.21,6,0.231,0.5025,SWITCH_TO_NON_GPS,Good_GPS
2.28,16,0.021,0.68,CAUTION,Medium_GPS
1.42,8,0.323,0.5725,CAUTION,Good_GPS
3.36,19,1.093,0.4275,SWITCH_TO_NON_GPS,Poor_GPS
1.13,12,0.388,0.71,CAUTION,Good_GPS
3.09,15,0.022,0.5675,CAUTION,Poor_GPS
2.62,22,0.529,0.625,CAUTION,Poor_GPS
1.76,9,0.623,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.76,8,0.347,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.06,19,0.121,0.8375,CAUTION,Good_GPS
0.94,21,0.173,0.8725,GPS_OK,Good_GPS
1.68,13,0.27,0.6425,CAUTION,Medium_GPS
2.03,11,0.151,0.5925,CAUTION,Medium_GPS
2.95,17,0.331,0.64,CAUTION,Poor_GPS
2.15,12,0.184,0.5925,CAUTION,Medium_GPS
2.79,17,0.144,0.68,CAUTION,Poor_GPS
1.2,14,0.317,0.6425,CAUTION,Good_GPS
2.0,9,0.449,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.77,20,0.31,0.765,CAUTION,Medium_GPS
3.17,11,0.136,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.49,6,0.233,0.5025,SWITCH_TO_NON_GPS,Good_GPS
1.96,8,0.21,0.5725,CAUTION,Medium_GPS
1.73,11,0.049,0.6825,CAUTION,Medium_GPS
2.71,7,0.34,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.55,8,0.269,0.685,CAUTION,Good_GPS
1.78,6,0.325,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
0.88,16,0.458,0.7975,CAUTION,Good_GPS
2.43,9,0.28,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.19,22,0.621,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
3.5,15,0.473,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.64,7,0.468,0.685,CAUTION,Good_GPS
3.34,9,0.122,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.07,9,0.08,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
3.19,13,0.16,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.28,15,0.237,0.73,CAUTION,Good_GPS
3.48,20,0.284,0.5625,CAUTION,Poor_GPS
2.38,18,0.06,0.68,CAUTION,Medium_GPS
3.05,19,0.065,0.5675,CAUTION,Poor_GPS
3.17,18,0.221,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.97,19,0.159,0.68,CAUTION,Poor_GPS
0.62,19,0.052,0.8825,GPS_OK,Good_GPS
1.14,21,0.458,0.8325,CAUTION,Good_GPS
1.62,12,0.683,0.5925,CAUTION,Medium_GPS
1.63,21,0.293,0.765,CAUTION,Medium_GPS
0.79,16,0.195,0.8825,GPS_OK,Good_GPS
2.39,17,0.958,0.59,CAUTION,Medium_GPS
1.33,14,0.452,0.6425,CAUTION,Good_GPS
1.48,8,0.308,0.5725,CAUTION,Good_GPS
0.84,11,0.68,0.66,CAUTION,Good_GPS
2.49,19,0.078,0.68,CAUTION,Medium_GPS
1.07,9,0.281,0.64,CAUTION,Good_GPS
0.85,16,0.036,0.8375,CAUTION,Good_GPS
0.95,20,0.329,0.8325,CAUTION,Good_GPS
0.75,15,0.269,0.8425,CAUTION,Good_GPS
2.53,20,0.345,0.675,CAUTION,Poor_GPS
1.91,8,0.282,0.5725,CAUTION,Medium_GPS
2.15,6,0.493,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
1.03,8,0.056,0.68,CAUTION,Good_GPS
0.89,14,0.469,0.71,CAUTION,Good_GPS
2.64,21,0.027,0.715,CAUTION,Poor_GPS
1.74,11,0.279,0.6425,CAUTION,Medium_GPS
2.86,18,0.364,0.64,CAUTION,Poor_GPS
1.33,15,0.37,0.73,CAUTION,Good_GPS
2.34,7,0.955,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
2.03,13,0.207,0.5525,CAUTION,Medium_GPS
2.8,7,0.717,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
1.13,6,0.442,0.57,CAUTION,Good_GPS
2.49,14,0.099,0.5925,CAUTION,Medium_GPS
3.29,10,0.435,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.95,9,0.302,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
2.69,11,0.007,0.5925,CAUTION,Poor_GPS
2.7,17,0.202,0.64,CAUTION,Poor_GPS
3.06,17,0.628,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.2,15,0.133,0.77,CAUTION,Good_GPS
1.55,20,0.308,0.765,CAUTION,Medium_GPS
1.3,11,0.345,0.6425,CAUTION,Good_GPS
3.36,11,0.712,0.39,SWITCH_TO_NON_GPS,Poor_GPS
2.15,10,0.383,0.5525,CAUTION,Medium_GPS
3.02,17,0.082,0.5675,CAUTION,Poor_GPS
2.16,10,0.462,0.5525,CAUTION,Medium_GPS
2.45,7,0.161,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.61,21,0.609,0.625,CAUTION,Poor_GPS
1.2,16,0.198,0.77,CAUTION,Good_GPS
3.24,7,0.451,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.61,6,0.209,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
2.51,18,0.684,0.59,CAUTION,Poor_GPS
1.26,8,0.713,0.5225,SWITCH_TO_NON_GPS,Good_GPS
2.99,14,0.232,0.5525,CAUTION,Poor_GPS
1.39,8,0.412,0.5725,CAUTION,Good_GPS
2.41,6,0.248,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
3.19,11,0.273,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.51,11,0.386,0.6425,CAUTION,Medium_GPS
1.21,20,0.505,0.715,CAUTION,Good_GPS
2.99,16,0.153,0.68,CAUTION,Poor_GPS
0.59,20,0.4,0.8775,GPS_OK,Excellent_GPS
3.43,8,0.434,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.33,6,0.004,0.5425,SWITCH_TO_NON_GPS,Good_GPS
1.29,19,0.622,0.68,CAUTION,Good_GPS
2.71,22,0.022,0.715,CAUTION,Poor_GPS
2.35,10,0.008,0.5925,CAUTION,Medium_GPS
2.12,22,0.752,0.625,CAUTION,Medium_GPS
1.69,18,0.301,0.73,CAUTION,Medium_GPS
2.74,20,0.281,0.675,CAUTION,Poor_GPS
2.1,16,0.334,0.64,CAUTION,Medium_GPS
1.22,20,0.06,0.805,CAUTION,Good_GPS
0.94,12,0.417,0.71,CAUTION,Good_GPS
1.11,21,0.456,0.8325,CAUTION,Good_GPS
2.44,13,0.001,0.5925,CAUTION,Medium_GPS
2.99,19,0.258,0.64,CAUTION,Poor_GPS
2.89,11,0.279,0.5525,CAUTION,Poor_GPS
1.85,7,0.455,0.5725,CAUTION,Medium_GPS
1.99,19,0.012,0.77,CAUTION,Medium_GPS
0.87,18,0.184,0.8375,CAUTION,Good_GPS
1.71,17,0.747,0.68,CAUTION,Medium_GPS
3.14,11,0.455,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.72,15,0.225,0.8425,CAUTION,Good_GPS
3.25,11,0.352,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.51,6,0.404,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
3.32,12,0.377,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.34,12,0.222,0.5525,CAUTION,Medium_GPS
2.28,14,0.676,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.3,13,0.161,0.6825,CAUTION,Good_GPS
3.5,6,0.059,0.34,SWITCH_TO_NON_GPS,Poor_GPS
1.66,18,0.277,0.73,CAUTION,Medium_GPS
3.24,17,0.658,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.71,9,0.677,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
2.93,8,0.024,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
0.75,6,0.612,0.565,CAUTION,Good_GPS
2.87,9,0.037,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.85,14,0.426,0.6425,CAUTION,Medium_GPS
0.71,9,0.439,0.685,CAUTION,Good_GPS
1.74,11,0.519,0.5925,CAUTION,Medium_GPS
1.99,20,0.599,0.715,CAUTION,Medium_GPS
1.87,11,0.412,0.6425,CAUTION,Medium_GPS
1.35,13,0.102,0.6825,CAUTION,Good_GPS
0.79,11,0.407,0.755,CAUTION,Good_GPS
0.93,13,0.077,0.75,CAUTION,Good_GPS
2.31,10,0.641,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.8,17,0.4,0.64,CAUTION,Poor_GPS
3.03,17,0.575,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.44,18,0.243,0.64,CAUTION,Medium_GPS
2.24,18,0.139,0.68,CAUTION,Medium_GPS
0.71,7,0.162,0.725,CAUTION,Good_GPS
3.11,7,0.597,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.23,18,0.498,0.64,CAUTION,Medium_GPS
3.47,6,0.794,0.25,SWITCH_TO_NON_GPS,Poor_GPS
2.79,19,0.19,0.68,CAUTION,Poor_GPS
3.45,7,0.303,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.73,13,0.291,0.6425,CAUTION,Medium_GPS
2.07,14,0.227,0.5525,CAUTION,Medium_GPS
2.21,17,0.451,0.64,CAUTION,Medium_GPS
2.1,14,0.878,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.67,19,0.875,0.59,CAUTION,Poor_GPS
1.8,19,0.17,0.77,CAUTION,Medium_GPS
1.7,18,0.215,0.73,CAUTION,Medium_GPS
2.06,11,0.096,0.5925,CAUTION,Medium_GPS
1.31,15,0.147,0.77,CAUTION,Good_GPS
0.94,6,0.345,0.57,CAUTION,Good_GPS
2.69,7,0.25,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.52,9,0.114,0.725,CAUTION,Good_GPS
1.91,9,0.08,0.6125,CAUTION,Medium_GPS
2.69,10,0.006,0.5925,CAUTION,Poor_GPS
1.87,12,0.295,0.6425,CAUTION,Medium_GPS
2.67,14,0.232,0.5525,CAUTION,Poor_GPS
3.46,11,0.661,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.64,22,0.471,0.765,CAUTION,Medium_GPS
0.88,9,0.592,0.59,CAUTION,Good_GPS
2.61,21,0.176,0.715,CAUTION,Poor_GPS
1.71,7,0.101,0.6125,CAUTION,Medium_GPS
2.26,18,0.526,0.59,CAUTION,Medium_GPS
2.59,12,0.171,0.5925,CAUTION,Poor_GPS
2.92,14,0.263,0.5525,CAUTION,Poor_GPS
2.9,14,0.425,0.5525,CAUTION,Poor_GPS
1.12,7,0.075,0.68,CAUTION,Good_GPS
2.4,12,0.875,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.3,12,0.37,0.6425,CAUTION,Good_GPS
3.43,8,0.341,0.37,SWITCH_TO_NON_GPS,Poor_GPS
0.7,18,0.138,0.8825,GPS_OK,Good_GPS
0.55,8,0.519,0.635,CAUTION,Good_GPS
1.09,9,0.01,0.68,CAUTION,Good_GPS
2.71,9,0.355,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.78,16,0.405,0.8425,CAUTION,Good_GPS
1.6,14,0.437,0.6425,CAUTION,Medium_GPS
0.7,10,0.524,0.705,CAUTION,Good_GPS
2.55,22,0.489,0.675,CAUTION,Poor_GPS
3.2,13,0.05,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.91,11,0.592,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
3.45,7,0.183,0.41,SWITCH_TO_NON_GPS,Poor_GPS
0.53,20,0.341,0.8775,GPS_OK,Excellent_GPS
1.54,7,0.207,0.5725,CAUTION,Medium_GPS
2.72,14,0.207,0.5525,CAUTION,Poor_GPS
2.65,12,0.043,0.5925,CAUTION,Poor_GPS
3.04,9,0.304,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.68,13,0.832,0.5925,CAUTION,Medium_GPS
2.11,7,0.388,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.82,8,0.478,0.64,CAUTION,Good_GPS
1.75,14,0.422,0.6425,CAUTION,Medium_GPS
3.09,9,0.045,0.41,SWITCH_TO_NON_GPS,Poor_GPS
3.3,21,0.07,0.6025,CAUTION,Poor_GPS
1.71,18,0.166,0.77,CAUTION,Medium_GPS
1.54,8,0.296,0.5725,CAUTION,Medium_GPS
1.27,19,0.311,0.73,CAUTION,Good_GPS
2.89,11,0.083,0.5925,CAUTION,Poor_GPS
1.83,14,0.585,0.5925,CAUTION,Medium_GPS
1.47,13,0.146,0.6825,CAUTION,Good_GPS
2.55,19,0.063,0.68,CAUTION,Poor_GPS
0.62,22,0.31,0.8775,GPS_OK,Excellent_GPS
3.26,17,0.534,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.34,9,0.588,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
2.92,18,0.328,0.64,CAUTION,Poor_GPS
1.4,8,0.103,0.6125,CAUTION,Good_GPS
1.77,10,0.761,0.5925,CAUTION,Medium_GPS
2.47,13,0.239,0.5525,CAUTION,Medium_GPS
1.09,12,0.173,0.75,CAUTION,Good_GPS
1.13,22,0.233,0.8325,CAUTION,Good_GPS
3.07,20,0.448,0.5625,CAUTION,Poor_GPS
1.5,6,0.326,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
0.73,21,0.42,0.8775,GPS_OK,Excellent_GPS
1.62,15,0.15,0.77,CAUTION,Medium_GPS
2.6,18,0.024,0.68,CAUTION,Poor_GPS
1.01,20,0.296,0.8325,CAUTION,Good_GPS
2.73,15,0.217,0.64,CAUTION,Poor_GPS
1.71,15,0.656,0.68,CAUTION,Medium_GPS
2.59,12,0.643,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.51,13,0.746,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
0.77,19,0.279,0.8425,CAUTION,Good_GPS
3.1,11,0.424,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.11,9,0.145,0.68,CAUTION,Good_GPS
1.72,11,0.256,0.6425,CAUTION,Medium_GPS
1.4,19,0.021,0.77,CAUTION,Good_GPS
0.53,8,0.197,0.725,CAUTION,Good_GPS
0.55,9,0.34,0.685,CAUTION,Good_GPS
2.62,6,0.268,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
2.4,6,0.239,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
0.93,10,0.545,0.66,CAUTION,Good_GPS
1.5,20,0.504,0.715,CAUTION,Medium_GPS
1.14,12,0.777,0.66,CAUTION,Good_GPS
1.91,20,0.799,0.715,CAUTION,Medium_GPS
2.47,10,0.645,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.42,11,0.392,0.6425,CAUTION,Good_GPS
1.54,18,0.593,0.68,CAUTION,Medium_GPS
2.77,11,0.14,0.5925,CAUTION,Poor_GPS
3.44,22,0.583,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.07,14,0.215,0.71,CAUTION,Good_GPS
1.8,18,0.259,0.73,CAUTION,Medium_GPS
2.0,19,0.69,0.59,CAUTION,Medium_GPS
2.71,6,0.217,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
3.22,14,0.401,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.25,21,0.242,0.675,CAUTION,Medium_GPS
0.75,10,0.543,0.705,CAUTION,Good_GPS
0.72,19,0.696,0.7925,CAUTION,Good_GPS
3.23,8,0.059,0.41,SWITCH_TO_NON_GPS,Poor_GPS
1.53,7,0.121,0.6125,CAUTION,Medium_GPS
2.45,11,0.447,0.5525,CAUTION,Medium_GPS
0.52,7,0.257,0.685,CAUTION,Good_GPS
3.41,12,0.251,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.97,21,0.065,0.805,CAUTION,Medium_GPS
1.33,10,0.044,0.6825,CAUTION,Good_GPS
0.77,20,0.459,0.8775,GPS_OK,Excellent_GPS
1.89,20,0.056,0.805,CAUTION,Medium_GPS
1.84,13,0.654,0.5925,CAUTION,Medium_GPS
0.63,9,0.022,0.725,CAUTION,Good_GPS
3.39,6,0.296,0.3,SWITCH_TO_NON_GPS,Poor_GPS
3.25,11,0.122,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.61,14,0.449,0.5525,CAUTION,Poor_GPS
1.29,16,0.308,0.73,CAUTION,Good_GPS
1.23,20,0.515,0.715,CAUTION,Good_GPS
2.71,18,0.267,0.64,CAUTION,Poor_GPS
2.56,15,0.297,0.64,CAUTION,Poor_GPS
2.69,13,0.295,0.5525,CAUTION,Poor_GPS
1.06,15,0.182,0.8375,CAUTION,Good_GPS
1.25,18,0.391,0.73,CAUTION,Good_GPS
3.39,14,0.475,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.51,14,0.021,0.6825,CAUTION,Medium_GPS
0.73,11,0.288,0.755,CAUTION,Good_GPS
2.68,16,0.442,0.64,CAUTION,Poor_GPS
2.2,22,0.676,0.625,CAUTION,Medium_GPS
1.1,12,0.689,0.66,CAUTION,Good_GPS
0.76,20,0.365,0.8775,GPS_OK,Excellent_GPS
2.64,18,0.298,0.64,CAUTION,Poor_GPS
1.75,9,0.511,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
0.93,16,0.581,0.7475,CAUTION,Good_GPS
2.23,6,0.345,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
0.82,14,0.912,0.66,CAUTION,Good_GPS
1.85,18,0.756,0.68,CAUTION,Medium_GPS
3.47,17,0.632,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
3.21,12,0.141,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.3,15,0.0,0.68,CAUTION,Medium_GPS
1.37,16,0.12,0.77,CAUTION,Good_GPS
1.29,13,0.396,0.6425,CAUTION,Good_GPS
2.21,11,0.437,0.5525,CAUTION,Medium_GPS
3.15,12,0.306,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.18,9,0.358,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.95,13,0.265,0.71,CAUTION,Good_GPS
3.35,17,0.207,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.82,10,0.086,0.5925,CAUTION,Poor_GPS
2.54,13,0.099,0.5925,CAUTION,Poor_GPS
2.88,11,0.181,0.5925,CAUTION,Poor_GPS
1.31,17,0.039,0.77,CAUTION,Good_GPS
1.9,17,0.497,0.73,CAUTION,Medium_GPS
2.67,17,0.217,0.64,CAUTION,Poor_GPS
0.5,21,0.405,0.8775,GPS_OK,Excellent_GPS
0.96,17,0.336,0.7975,CAUTION,Good_GPS
2.29,8,0.154,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.78,6,0.463,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
1.35,17,0.297,0.73,CAUTION,Good_GPS
2.87,20,0.245,0.675,CAUTION,Poor_GPS
1.98,8,0.287,0.5725,CAUTION,Medium_GPS
3.27,7,0.47,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.14,18,0.315,0.64,CAUTION,Medium_GPS
3.05,17,0.277,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.69,13,0.105,0.5925,CAUTION,Poor_GPS
3.29,14,0.027,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.45,22,0.231,0.765,CAUTION,Good_GPS
3.43,9,0.105,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.39,21,0.831,0.625,CAUTION,Medium_GPS
1.69,7,0.357,0.5725,CAUTION,Medium_GPS
2.94,16,0.062,0.68,CAUTION,Poor_GPS
1.51,15,0.329,0.73,CAUTION,Medium_GPS
3.36,6,0.356,0.3,SWITCH_TO_NON_GPS,Poor_GPS
1.11,10,0.236,0.71,CAUTION,Good_GPS
3.13,13,0.497,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.17,12,0.274,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.62,20,0.659,0.625,CAUTION,Poor_GPS
2.56,11,0.397,0.5525,CAUTION,Poor_GPS
1.23,6,0.142,0.5425,SWITCH_TO_NON_GPS,Good_GPS
2.65,16,0.39,0.64,CAUTION,Poor_GPS
3.28,19,0.57,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
2.19,6,0.393,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
1.57,9,0.123,0.6125,CAUTION,Medium_GPS
2.11,14,0.038,0.5925,CAUTION,Medium_GPS
1.21,14,0.504,0.5925,CAUTION,Good_GPS
1.71,22,0.327,0.765,CAUTION,Medium_GPS
2.21,18,0.48,0.64,CAUTION,Medium_GPS
2.41,8,0.687,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.55,9,0.159,0.6125,CAUTION,Medium_GPS
2.77,15,0.295,0.64,CAUTION,Poor_GPS
1.64,22,0.438,0.765,CAUTION,Medium_GPS
0.71,15,0.537,0.7925,CAUTION,Good_GPS
2.45,20,0.245,0.675,CAUTION,Medium_GPS
1.94,15,0.105,0.77,CAUTION,Medium_GPS
3.27,7,0.708,0.32,SWITCH_TO_NON_GPS,Poor_GPS
3.17,8,0.452,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.75,21,0.099,0.805,CAUTION,Medium_GPS
1.37,12,0.487,0.6425,CAUTION,Good_GPS
2.55,14,0.526,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.73,22,0.065,0.715,CAUTION,Poor_GPS
2.1,22,0.178,0.715,CAUTION,Medium_GPS
2.47,15,0.213,0.64,CAUTION,Medium_GPS
1.72,7,0.015,0.6125,CAUTION,Medium_GPS
0.98,12,0.193,0.75,CAUTION,Good_GPS
0.91,19,0.433,0.7975,CAUTION,Good_GPS
3.21,20,0.078,0.6025,CAUTION,Poor_GPS
2.77,7,0.76,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
3.12,14,0.32,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.66,14,0.521,0.705,CAUTION,Good_GPS
2.6,6,0.704,0.3625,SWITCH_TO_NON_GPS,Poor_GPS
3.09,14,0.011,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.98,10,0.448,0.71,CAUTION,Good_GPS
3.07,18,0.661,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
0.66,16,0.503,0.7925,CAUTION,Good_GPS
1.3,9,0.464,0.5725,CAUTION,Good_GPS
1.54,19,0.03,0.77,CAUTION,Medium_GPS
1.91,15,0.442,0.73,CAUTION,Medium_GPS
1.87,7,0.372,0.5725,CAUTION,Medium_GPS
2.5,17,0.111,0.68,CAUTION,Poor_GPS
2.61,13,0.364,0.5525,CAUTION,Poor_GPS
